ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME
11607,2,"NORTH INN, LTD.",EXIT
11607,2,"NORTH INN, LTD.",EXIT
11626,1,TORSTENSON GLASS COMPANY,TORSTENSON GLASS COMPANY
11633,1,"NOODLES IN THE POT, INC","NOODLES IN THE POT, INC"
11635,1,WELDING-INDUSTRIAL SUPPLY COMPANY,WELDING INDUSTRIAL SUPPLY CO
11636,1,TAM TOV BAKERY,TEL-AVIV BAKERY
11654,1,DUN-WEL LITHOGRAPH INC,DUN-WEL LITHOGRAPH INC
11659,1,"RELIABLE AUTO REPAIR CENTER, INC.",RELIABLE AUTO REPAIR CENTR INC
11659,2,"RELIABLE AUTO REPAIR CENTER, INC.",Andy's Collision Center
11660,1,"THE 4621 CLUB, LTD.",MAX'S PLACE
11661,1,R WISNIESKI/STEEL RULE DIES INC.,"RICHARD WISNIESKI,STEEL RULE D"
11681,1,"MELISSA'S FOOD AND LIQUORS, INC.",MELISSA'S FOOD & LIQUORS INC
11683,1,"PO-PIEDMONT CLUB,INC","PO-PIEDMONT CLUB,INC"
11685,1,"MIKE'S DO-DROP-INN, INC.",MCKELLIN'S
11704,1,MIDLAND METAL PRODUCTS CO.,MIDLAND METAL PRODUCTS CO
11719,2,TIMOTHY FITTING,TIM'S HEATING
11728,1,ROSELAND GAS & FOOD CORPORATION,ROSELAND MARATHON
11734,1,"DATRA, INC.","DATRA, INC."
11735,1,"K.R.M. #1, INC.","K.R.M. #1, INC."
11739,1,"HAAS, INC.","HAAS, INC."
11744,1,U V PROCESS SUPPLY INC.,U V PROCESS SUPPLY INC
11751,1,"CREATIVE & RESPONSE RESEARCH SERVICES, INC.",CREATIVE & RESPONSE RESEARCH
11754,9,BLINDERMAN CONSTRUCTION CO INC,Blinderman Construction Co Inc
11772,3,FRANK O CARLSON & CO INC,FRANK O CARLSON & CO INC.
11785,1,JUAN JIMENEZ,ALMITA SUPER MARKET
11818,2,LAKESHORE AUDIOVISUAL INC,LAKESHORE AUDIO VISUAL
11826,4,"CORNELL INTERVENTIONS, INC.",SOUTHWOOD
11883,3,TRUMAN ARNOLD COMPANIES (INC.),TRUMAN ARNOLD COMPANIES
11998,1,ABH FOOD & LIQUOR INC,ABH FOOD & LIQUOR INC
12014,1,"SOUTH WESTERN MOTOR SALES, INC.","TOYOTA ON WESTERN, INC"
12014,2,"SOUTH WESTERN MOTOR SALES, INC.","TOYOTA ON WESTERN, INC."
12014,3,"SOUTH WESTERN MOTOR SALES, INC.",TOYOTA ON WESTERN
12015,2,"BELMONT LOUNGE, INC.",THE PONY INN
12018,1,NORTH WATER MARKET INC.,FRESH FARMS INTERNATIONAL
12019,1,"GEO. NOTTOLI & SON,  INC","GEO.  NOTTOLI & SON, INC."
12024,2,DIGILOG ELECTRONICS,MIS Computer Corp
